 train       observed       predicted
 y     1.284793E+01     1.231929E+01
 y     1.234584E+01     1.211915E+01
 y     1.168689E+01     1.146301E+01
 y     1.073642E+01     1.087621E+01
 y     1.199536E+01     1.230341E+01
 y     1.254255E+01     1.253290E+01
 y     1.165270E+01     1.164175E+01
 y     1.235018E+01     1.223436E+01
 y     1.256025E+01     1.249701E+01
 y     1.122526E+01     1.118040E+01
 y     1.189819E+01     1.151798E+01
 y     1.298310E+01     1.280169E+01
 y     1.279386E+01     1.267269E+01
 y     1.197036E+01     1.189854E+01
 y     1.232386E+01     1.227319E+01
 y     1.428489E+01     1.391270E+01
 y     9.933095E+00     1.043646E+01
 y     1.257764E+01     1.255969E+01
 y     1.256025E+01     1.240861E+01
 y     1.381551E+01     1.358157E+01
 y     1.289922E+01     1.271297E+01
 y     1.013464E+01     1.021073E+01
 y     1.207255E+01     1.181705E+01
 y     1.153176E+01     1.146092E+01
 y     1.301701E+01     1.317199E+01
 y     1.140758E+01     1.170051E+01
 y     1.239670E+01     1.233548E+01
 y     1.115626E+01     1.163382E+01
 y     1.106352E+01     1.143772E+01
 y     1.279386E+01     1.266658E+01
 y     1.115626E+01     1.111138E+01
 y     1.250618E+01     1.253242E+01
 y     1.122526E+01     1.160626E+01
 y     1.140758E+01     1.174644E+01
 y     1.430715E+01     1.353921E+01
 y     1.219096E+01     1.143448E+01
 y     1.290172E+01     1.264508E+01
 y     1.220890E+01     1.228027E+01
 y     1.225487E+01     1.239314E+01
 y     1.306474E+01     1.289354E+01
 y     1.038903E+01     1.127552E+01
 y     1.262807E+01     1.227030E+01
 y     1.127722E+01     1.095335E+01
 y     1.178296E+01     1.171830E+01
 y     1.207824E+01     1.214671E+01
 y     1.357676E+01     1.338256E+01
 y     1.232785E+01     1.210904E+01
 y     1.247991E+01     1.250225E+01
 y     1.279386E+01     1.207680E+01
 y     1.002132E+01     1.071200E+01
 y     1.245098E+01     1.255728E+01
 y     1.135042E+01     1.141024E+01
 y     1.352783E+01     1.346278E+01
 y     1.235987E+01     1.238810E+01
 y     1.143136E+01     1.228356E+01
 y     1.148762E+01     1.094447E+01
 y     1.301701E+01     1.287928E+01
 y     1.189137E+01     1.237446E+01
 y     1.280766E+01     1.247001E+01
 y     1.229683E+01     1.231347E+01
 y     1.173608E+01     1.174377E+01
 y     1.254255E+01     1.245000E+01
 y     1.244902E+01     1.252445E+01
 y     1.242922E+01     1.235784E+01
 y     1.236735E+01     1.239442E+01
 y     1.336610E+01     1.314055E+01
 y     1.115626E+01     1.094528E+01
 y     9.564582E+00     1.030565E+01
 y     1.187758E+01     1.106708E+01
 y     1.380293E+01     1.366793E+01
 y     1.225582E+01     1.227117E+01
 y     1.269158E+01     1.220621E+01
 y     9.680406E+00     1.048882E+01
 y     1.326386E+01     1.289919E+01
 y     1.233271E+01     1.258467E+01
 y     1.220608E+01     1.257584E+01
 y     1.199705E+01     1.219782E+01
 y     1.250618E+01     1.245695E+01
 y     1.192835E+01     1.177518E+01
 y     1.261154E+01     1.261541E+01
 y     1.242922E+01     1.214228E+01
 y     1.123850E+01     1.174285E+01
 y     1.210016E+01     1.186906E+01
 y     1.175195E+01     1.179292E+01
 y     1.195119E+01     1.188316E+01
 y     1.363519E+01     1.311070E+01
 y     1.299453E+01     1.308182E+01
 y     1.183502E+01     1.158809E+01
 y     1.272189E+01     1.261385E+01
 y     1.012667E+01     1.118632E+01
 y     1.057134E+01     1.083121E+01
 y     1.282126E+01     1.290930E+01
 y     1.158293E+01     1.143270E+01
 y     1.158990E+01     1.132154E+01
 y     1.312237E+01     1.293103E+01
 y     1.266824E+01     1.249050E+01
 y     1.310012E+01     1.259879E+01
 y     1.173608E+01     1.239935E+01
 y     1.406237E+01     1.388981E+01
 y     1.266033E+01     1.213935E+01
 y     1.220608E+01     1.230321E+01
 y     1.198294E+01     1.224163E+01
 y     1.240902E+01     1.247271E+01
 y     1.412667E+01     1.396748E+01
 y     1.160915E+01     1.172972E+01
 y     1.105091E+01     1.119283E+01
 y     1.179811E+01     1.178464E+01
 y     1.167760E+01     1.149552E+01
 y     1.191840E+01     1.239071E+01
 y     1.188450E+01     1.170446E+01
 y     1.195698E+01     1.177719E+01
 y     1.184869E+01     1.142700E+01
 y     1.187061E+01     1.190590E+01
 y     1.232386E+01     1.242324E+01
 y     1.118165E+01     1.151725E+01
 y     1.030899E+01     1.056467E+01
 y     1.098531E+01     1.081341E+01
 y     1.030899E+01     1.086433E+01
 y     1.160824E+01     1.213965E+01
 y     1.210072E+01     1.200213E+01
 y     1.435725E+01     1.410613E+01
 y     1.361401E+01     1.328112E+01
 y     1.345884E+01     1.316359E+01
 y     1.174405E+01     1.189349E+01
 y     1.057134E+01     1.093977E+01
 y     1.211725E+01     1.184576E+01
 y     1.225487E+01     1.207031E+01
 y     1.174588E+01     1.207576E+01
 y     1.234584E+01     1.222609E+01
 y     1.261154E+01     1.199477E+01
 y     1.206682E+01     1.167695E+01
 y     1.280766E+01     1.214419E+01
 y     1.115484E+01     1.168277E+01
 y     1.306049E+01     1.242228E+01
 y     1.286100E+01     1.250618E+01
 y     1.261154E+01     1.245014E+01
 y     1.254255E+01     1.269623E+01
 y     1.405453E+01     1.373810E+01
 y     1.351441E+01     1.312914E+01
 y     1.306049E+01     1.312517E+01
 y     9.663452E+00     1.097235E+01
 y     1.324104E+01     1.266686E+01
 y     1.262479E+01     1.211757E+01
 y     1.265874E+01     1.237562E+01
 y     1.236735E+01     1.228495E+01
 y     1.198294E+01     1.210097E+01
 y     1.232785E+01     1.187431E+01
 y     1.188450E+01     1.229724E+01
 y     1.334551E+01     1.313040E+01
 y     1.261154E+01     1.323562E+01
 y     1.268231E+01     1.241597E+01
 y     1.103491E+01     1.223512E+01
 y     1.201371E+01     1.235182E+01
 y     1.350080E+01     1.323976E+01
 y     1.323569E+01     1.308949E+01
 y     1.112728E+01     1.151169E+01
 y     1.216526E+01     1.220632E+01
 y     1.269772E+01     1.224339E+01
 y     1.325164E+01     1.305038E+01
 y     1.165270E+01     1.156784E+01
 y     1.188450E+01     1.207180E+01
 y     1.071444E+01     1.079322E+01
 y     1.253538E+01     1.246461E+01
 y     1.267608E+01     1.267750E+01
 y     1.056620E+01     1.139307E+01
 y     1.059666E+01     1.083525E+01
 y     1.319747E+01     1.299230E+01
 y     1.350613E+01     1.298304E+01
 y     1.283468E+01     1.299230E+01
 y     1.191840E+01     1.189045E+01
 y     1.220608E+01     1.265433E+01
 y     1.301701E+01     1.228588E+01
 y     1.198294E+01     1.212556E+01
 y     1.173608E+01     1.206342E+01
 y     1.272932E+01     1.209548E+01
 y     1.322853E+01     1.259004E+01
 y     1.223564E+01     1.200181E+01
 y     1.301701E+01     1.257543E+01
 y     1.291164E+01     1.292941E+01
 y     1.112728E+01     1.148872E+01
 y     1.306580E+01     1.304114E+01
 y     1.184940E+01     1.192517E+01
 y     1.262962E+01     1.246672E+01
 y     1.122526E+01     1.118873E+01
 y     1.366469E+01     1.350484E+01
 y     1.156173E+01     1.166078E+01
 y     1.218076E+01     1.240382E+01
 y     1.191171E+01     1.186155E+01
 y     1.081980E+01     1.179422E+01
 y     1.165270E+01     1.160497E+01
 y     1.256550E+01     1.229616E+01
 y     1.356692E+01     1.313443E+01
 y     1.233050E+01     1.244813E+01
 y     1.318063E+01     1.261908E+01
 y     1.064545E+01     1.091509E+01
 y     1.578959E+01     1.460221E+01
 y     1.508246E+01     1.473129E+01
 y     1.142955E+01     1.153181E+01
 y     1.312237E+01     1.286980E+01
 y     1.189819E+01     1.192777E+01
 y     1.180560E+01     1.221035E+01
 y     1.259473E+01     1.228632E+01
 y     1.337701E+01     1.282096E+01
 y     1.140758E+01     1.174756E+01
 y     1.212812E+01     1.267818E+01
 y     1.292391E+01     1.311541E+01
 y     1.135628E+01     1.128357E+01
 y     1.119399E+01     1.172364E+01
 y     1.135042E+01     1.100550E+01
 y     1.244902E+01     1.205095E+01
 y     1.140646E+01     1.072607E+01
 y     1.189137E+01     1.191783E+01
 y     1.273670E+01     1.289279E+01
 y     1.310725E+01     1.289814E+01
 y     1.341354E+01     1.323255E+01
 y     1.243321E+01     1.238519E+01
 y     1.230139E+01     1.205565E+01
 y     1.207255E+01     1.169752E+01
 y     1.099375E+01     1.146420E+01
 y     1.304979E+01     1.301343E+01
 y     1.237582E+01     1.186071E+01
 y     1.110497E+01     1.150410E+01
 y     1.218076E+01     1.219016E+01
 y     1.246844E+01     1.239005E+01
 y     1.128979E+01     1.123960E+01
 y     1.242922E+01     1.248259E+01
 y     1.253897E+01     1.272880E+01
 y     1.265715E+01     1.279292E+01
 y     1.108216E+01     1.197286E+01
 y     9.998843E+00     1.056928E+01
 y     1.107597E+01     1.130637E+01
 y     1.175979E+01     1.170068E+01
 y     1.307107E+01     1.275619E+01
 y     1.193164E+01     1.207507E+01
 y     1.091511E+01     1.150043E+01
 y     1.108216E+01     1.115618E+01
 y     1.254255E+01     1.255959E+01
 y     1.302255E+01     1.292985E+01
 y     1.071444E+01     1.153107E+01
 y     1.175488E+01     1.184925E+01
 y     1.355415E+01     1.287668E+01
 y     1.169526E+01     1.149610E+01
 y     1.183502E+01     1.180763E+01
 y     1.214420E+01     1.197775E+01
 y     1.098531E+01     1.151755E+01
 y     1.259473E+01     1.236747E+01
 y     1.178220E+01     1.171582E+01
 y     1.263786E+01     1.231892E+01
 y     1.259473E+01     1.272935E+01
 y     1.157120E+01     1.192240E+01
 y     1.043415E+01     1.137948E+01
 y     1.211451E+01     1.195800E+01
 y     1.244312E+01     1.252089E+01
 y     1.012667E+01     1.102412E+01
 y     1.255673E+01     1.228309E+01
 y     1.202516E+01     1.173081E+01
 y     1.248234E+01     1.259791E+01
 y     9.510519E+00     1.028507E+01
 y     1.221603E+01     1.207592E+01
 y     1.266065E+01     1.240477E+01
 y     1.345884E+01     1.336443E+01
 y     1.227840E+01     1.206019E+01
 y     1.216003E+01     1.277320E+01
 y     1.234584E+01     1.234426E+01
 y     1.189909E+01     1.196326E+01
 y     1.348978E+01     1.318877E+01
 y     1.302805E+01     1.274587E+01
 y     1.283555E+01     1.316941E+01
 y     1.046313E+01     1.109130E+01
 y     1.338473E+01     1.301053E+01
 y     1.140646E+01     1.153868E+01
 y     1.264433E+01     1.252640E+01
 y     1.273376E+01     1.256956E+01
 y     1.294801E+01     1.286305E+01
 y     1.171178E+01     1.184275E+01
 y     1.349393E+01     1.344360E+01
 y     1.257764E+01     1.275539E+01
 y     1.054537E+01     1.157022E+01
 y     9.510519E+00     1.179133E+01
 y     1.188450E+01     1.204611E+01
 y     1.193820E+01     1.096266E+01
 y     1.195119E+01     1.153882E+01
 y     1.253259E+01     1.277559E+01
 y     1.264433E+01     1.210183E+01
 y     1.066898E+01     1.109303E+01
 y     1.094201E+01     1.157618E+01
 y     1.319933E+01     1.302553E+01
 y     1.303898E+01     1.293403E+01
 y     1.175195E+01     1.148293E+01
 y     1.312217E+01     1.276569E+01
 y     1.293604E+01     1.285402E+01
 y     1.057134E+01     1.093965E+01
 y     1.122526E+01     1.132662E+01
 y     1.355415E+01     1.333158E+01
 y     1.345884E+01     1.367517E+01
 y     1.191773E+01     1.193178E+01
 y     1.151294E+01     1.163290E+01
 y     1.248371E+01     1.257374E+01
 y     1.301255E+01     1.293870E+01
 y     1.288664E+01     1.229304E+01
 y     1.188450E+01     1.187680E+01
 y     1.238840E+01     1.227108E+01
 y     1.172724E+01     1.213786E+01
 y     1.181304E+01     1.214037E+01
 y     1.213619E+01     1.214534E+01
 y     1.225487E+01     1.187162E+01
 y     1.296571E+01     1.286778E+01
 y     1.291657E+01     1.278305E+01
 y     1.304440E+01     1.289780E+01
 y     1.242922E+01     1.212450E+01
 y     1.267232E+01     1.205282E+01
 y     1.218076E+01     1.080645E+01
 y     1.169359E+01     1.126277E+01
 y     1.071444E+01     1.126230E+01
 y     1.219097E+01     1.169792E+01
 y     1.249688E+01     1.218224E+01
 y     1.268386E+01     1.266267E+01
 y     1.184940E+01     1.264580E+01
 y     1.339239E+01     1.277393E+01
 y     1.270685E+01     1.259881E+01
 y     1.234584E+01     1.216668E+01
 y     1.211177E+01     1.215592E+01
 y     1.306049E+01     1.265433E+01
 y     1.160824E+01     1.150605E+01
 y     1.244902E+01     1.265538E+01
 y     1.257764E+01     1.232992E+01
 y     1.222343E+01     1.221670E+01
 y     1.290669E+01     1.284019E+01
 y     1.212541E+01     1.240123E+01
 y     1.193164E+01     1.196458E+01
 y     1.240082E+01     1.226246E+01
 y     1.047167E+01     1.041185E+01
 y     1.169526E+01     1.185473E+01
 y     1.345884E+01     1.351509E+01
 y     1.252417E+01     1.228491E+01
 y     1.214951E+01     1.206941E+01
 y     1.323569E+01     1.296624E+01
 y     1.302805E+01     1.282403E+01
 y     1.204061E+01     1.197086E+01
 y     1.236735E+01     1.239369E+01
 y     1.210072E+01     1.245951E+01
 y     1.354108E+01     1.340420E+01
 y     1.356191E+01     1.299164E+01
 y     1.335348E+01     1.222923E+01
 y     1.066898E+01     1.090930E+01
 y     1.320854E+01     1.295711E+01
 y     1.337701E+01     1.318762E+01
 y     1.238840E+01     1.223581E+01
 y     1.276283E+01     1.239954E+01
 y     1.282126E+01     1.252671E+01
 y     1.302805E+01     1.299572E+01
 y     1.236735E+01     1.209727E+01
 y     1.235450E+01     1.219196E+01
 y     1.269466E+01     1.259724E+01
 y     1.246844E+01     1.269583E+01
 y     1.221603E+01     1.191103E+01
 y     1.212270E+01     1.187930E+01
 y     1.223077E+01     1.241928E+01
 y     1.292391E+01     1.275575E+01
 y     1.077898E+01     1.101499E+01
 y     1.249688E+01     1.234041E+01
 y     1.150289E+01     1.147563E+01
 y     1.170768E+01     1.206624E+01
 y     1.292878E+01     1.297854E+01
 y     1.521423E+01     1.470367E+01
 y     1.300583E+01     1.274973E+01
 y     1.122526E+01     1.155399E+01
 y     1.310216E+01     1.282173E+01
 y     1.230139E+01     1.207386E+01
 y     1.224530E+01     1.198395E+01
 y     1.293604E+01     1.297597E+01
 y     1.256025E+01     1.255032E+01
 y     1.223077E+01     1.209843E+01
 y     1.277139E+01     1.278192E+01
 y     1.208673E+01     1.177446E+01
 y     1.220608E+01     1.223778E+01
 y     1.129913E+01     1.029880E+01
 y     1.254255E+01     1.247008E+01
 y     1.160824E+01     1.184193E+01
 y     1.184940E+01     1.195204E+01
 y     1.201067E+01     1.231885E+01
 y     1.250433E+01     1.191899E+01
 y     1.286100E+01     1.206864E+01
 y     1.150289E+01     1.142599E+01
 y     1.234584E+01     1.226034E+01
 y     1.122526E+01     1.169896E+01
 y     1.054537E+01     1.153823E+01
 y     1.225487E+01     1.207741E+01
 y     1.261154E+01     1.253238E+01
 y     1.054537E+01     1.109020E+01
 y     1.319002E+01     1.298035E+01
 y     1.243719E+01     1.241296E+01
 y     1.044147E+01     1.081615E+01
 y     9.615939E+00     1.028989E+01
 y     1.230139E+01     1.221382E+01
 y     1.031894E+01     1.149959E+01
 y     1.256898E+01     1.276495E+01
 y     1.270685E+01     1.253043E+01
 y     1.250618E+01     1.249592E+01
 y     9.392745E+00     1.033893E+01
 y     1.181230E+01     1.090278E+01
 y     1.260820E+01     1.252408E+01
 y     1.177530E+01     1.187552E+01
 y     1.153274E+01     1.180710E+01
 y     1.185297E+01     1.184302E+01
 y     1.257072E+01     1.271359E+01
 y     1.218076E+01     1.274217E+01
 y     1.296220E+01     1.274565E+01
 y     1.292878E+01     1.274710E+01
 y     1.196912E+01     1.200232E+01
 y     1.203470E+01     1.185778E+01
 y     1.051870E+01     1.106224E+01
 y     9.472782E+00     1.072320E+01
 y     1.246072E+01     1.249698E+01
 y     1.227840E+01     1.249383E+01
 y     1.130222E+01     1.240354E+01
 y     1.204942E+01     1.195236E+01
 y     1.198933E+01     1.252537E+01
 y     1.233639E+01     1.248131E+01
 y     1.189137E+01     1.154404E+01
 y     1.184940E+01     1.185175E+01
 y     1.165270E+01     1.075449E+01
 y     1.246844E+01     1.249561E+01
 y     1.166994E+01     1.218864E+01
 y     1.192504E+01     1.183774E+01
 y     1.308154E+01     1.280471E+01
 y     1.332285E+01     1.295242E+01
 y     1.319933E+01     1.270906E+01
 y     1.245294E+01     1.197963E+01
 y     1.289897E+01     1.217399E+01
 y     1.201673E+01     1.215704E+01
 y     1.232386E+01     1.230422E+01
 y     1.040429E+01     1.060371E+01
 y     1.126448E+01     1.099864E+01
 y     1.191840E+01     1.171464E+01
 y     1.191840E+01     1.208917E+01
 y     1.295985E+01     1.282417E+01
 y     1.210072E+01     1.200709E+01
 y     1.215741E+01     1.234595E+01
 y     1.117045E+01     1.073375E+01
 y     1.240902E+01     1.131870E+01
 y     1.312237E+01     1.281879E+01
 y     1.403865E+01     1.391809E+01
 y     1.230139E+01     1.232274E+01
 y     1.287390E+01     1.273327E+01
 y     1.250581E+01     1.246090E+01
 y     1.255144E+01     1.175292E+01
 y     1.215478E+01     1.205388E+01
 y     1.305516E+01     1.308621E+01
 y     1.343670E+01     1.360861E+01
 y     1.071444E+01     1.094117E+01
 y     1.181304E+01     1.194499E+01
 y     1.267608E+01     1.229053E+01
 y     1.208391E+01     1.111072E+01
 y     1.223838E+01     1.227842E+01
 y     1.179056E+01     1.175466E+01
 y     1.226670E+01     1.243564E+01
 y     1.071444E+01     1.143164E+01
 y     1.071444E+01     1.089741E+01
 y     1.297154E+01     1.260934E+01
 y     1.182774E+01     1.261812E+01
 y     1.200763E+01     1.200787E+01
 y     1.223564E+01     1.243411E+01
 y     1.241715E+01     1.234421E+01
 y     1.406237E+01     1.384932E+01
 y     1.206881E+01     1.222097E+01
 y     1.289922E+01     1.235532E+01
 y     1.212812E+01     1.241326E+01
 y     1.091511E+01     1.103401E+01
 y     1.464842E+01     1.424594E+01
 y     1.246844E+01     1.263390E+01
 y     1.220608E+01     1.195520E+01
 y     1.464842E+01     1.456654E+01
 y     1.241809E+01     1.246039E+01
 y     1.238037E+01     1.246039E+01
 y     1.340905E+01     1.309679E+01
 y     1.207824E+01     1.123282E+01
 y     1.225487E+01     1.211913E+01
 y     1.191171E+01     1.133798E+01
 y     1.284793E+01     1.304108E+01
 y     1.139640E+01     1.145936E+01
 y     1.106509E+01     1.126165E+01
 y     1.169526E+01     1.176103E+01
 y     1.423751E+01     1.386512E+01
 y     1.071444E+01     1.223495E+01
 y     1.230139E+01     1.203737E+01
 y     1.204356E+01     1.262138E+01
 y     1.299226E+01     1.255938E+01
 y     1.259473E+01     1.255514E+01
 y     1.308371E+01     1.283570E+01
 y     1.258622E+01     1.243844E+01
 y     1.291902E+01     1.279940E+01
 y     1.115626E+01     1.221555E+01
 y     1.283468E+01     1.268630E+01
 y     1.221603E+01     1.225351E+01
 y     1.273670E+01     1.248417E+01
 y     1.169526E+01     1.131484E+01
 y     1.046598E+01     1.191302E+01
 y     1.212812E+01     1.165957E+01
 y     1.343865E+01     1.260237E+01
 y     1.298310E+01     1.285736E+01
 y     9.635673E+00     1.027046E+01
 y     1.228304E+01     1.252248E+01
 y     1.230139E+01     1.233507E+01
 y     1.264433E+01     1.284011E+01
 y     1.328788E+01     1.319087E+01
 y     1.236283E+01     1.222097E+01
 y     1.282126E+01     1.268892E+01
 y     1.242922E+01     1.214268E+01
 y     1.182774E+01     1.178770E+01
 y     1.267608E+01     1.199070E+01
 y     1.262807E+01     1.187241E+01
 y     1.198294E+01     1.220118E+01
 y     1.083960E+01     1.132905E+01
 y     1.219603E+01     1.218292E+01
 y     1.184940E+01     1.181442E+01
 y     1.191439E+01     1.192138E+01
 y     1.234584E+01     1.204252E+01
 y     1.171178E+01     1.150316E+01
 y     1.162626E+01     1.150260E+01
 y     1.169442E+01     1.146837E+01
 y     1.284793E+01     1.302672E+01
 y     1.146164E+01     1.150260E+01
 y     1.116338E+01     1.125265E+01
 y     1.167420E+01     1.145981E+01
 y     1.181304E+01     1.176643E+01
 y     1.191840E+01     1.196085E+01
 y     1.276569E+01     1.246535E+01
 y     1.285579E+01     1.231443E+01
 y     1.233491E+01     1.186104E+01
 y     1.165270E+01     1.237338E+01
 y     1.117186E+01     1.142535E+01
 y     1.185652E+01     1.183665E+01
 y     1.212812E+01     1.212114E+01
 y     1.207255E+01     1.241447E+01
 y     1.181304E+01     1.140915E+01
 y     1.144037E+01     1.175688E+01
 y     1.225487E+01     1.223714E+01
 y     1.185759E+01     1.223736E+01
 y     1.148772E+01     1.136890E+01
 y     1.307107E+01     1.319852E+01
 y     1.332202E+01     1.374517E+01
 y     1.081980E+01     1.068032E+01
 y     1.130222E+01     1.129342E+01
 y     1.321768E+01     1.287626E+01
 y     1.246844E+01     1.191926E+01
 y     1.207255E+01     1.160660E+01
 y     1.234584E+01     1.240054E+01
 y     1.297154E+01     1.300607E+01
 y     1.293604E+01     1.273617E+01
 y     1.012667E+01     1.093867E+01
 y     1.034177E+01     1.238799E+01
 y     1.244786E+01     1.252833E+01
 y     1.191973E+01     1.202256E+01
 y     1.283468E+01     1.304023E+01
 y     1.153274E+01     1.164635E+01
 y     1.349668E+01     1.325380E+01
 y     1.262149E+01     1.261146E+01
 y     1.073152E+01     1.102005E+01
 y     1.289922E+01     1.282849E+01
 y     1.268386E+01     1.269686E+01
 y     1.426977E+01     1.321979E+01
 y     1.236735E+01     1.201655E+01
 y     1.232342E+01     1.205104E+01
 y     1.146164E+01     1.157100E+01
 y     1.046313E+01     1.068370E+01
 y     1.020363E+01     1.054250E+01
 y     1.235880E+01     1.238145E+01
 y     1.218025E+01     1.158777E+01
 y     1.189819E+01     1.164961E+01
 y     1.205234E+01     1.185118E+01
 y     1.104294E+01     1.167676E+01
 y     1.340754E+01     1.305164E+01
 y     1.171178E+01     1.181571E+01
 y     1.240861E+01     1.199984E+01
 y     1.196401E+01     1.203272E+01
 y     1.266033E+01     1.255262E+01
 y     1.243321E+01     1.236733E+01
 y     1.242922E+01     1.237925E+01
 y     1.240082E+01     1.224756E+01
 y     1.105091E+01     1.126351E+01
 y     1.179056E+01     1.136778E+01
 y     1.334070E+01     1.314574E+01
 y     1.106665E+01     1.192513E+01
 y     1.210016E+01     1.210398E+01
 y     1.353712E+01     1.324439E+01
 y     1.311232E+01     1.305216E+01
 y     1.176852E+01     1.211655E+01
 y     1.242521E+01     1.192174E+01
 y     1.230994E+01     1.197662E+01
 y     1.228304E+01     1.167963E+01
 y     1.184869E+01     1.159204E+01
 y     1.266824E+01     1.233460E+01
 y     1.339848E+01     1.323077E+01
 y     1.135042E+01     1.133152E+01
 y     1.198294E+01     1.127540E+01
 y     1.286100E+01     1.309473E+01
 y     1.012667E+01     1.100443E+01
 y     1.232386E+01     1.248877E+01
 y     1.378402E+01     1.368597E+01
 y     1.175195E+01     1.131693E+01
 y     1.253178E+01     1.252290E+01
 y     1.160824E+01     1.185952E+01
 y     1.237624E+01     1.250960E+01
 y     1.337546E+01     1.328961E+01
 y     1.181230E+01     1.172345E+01
 y     1.215478E+01     1.182972E+01
 y     1.211177E+01     1.195019E+01
 y     1.161729E+01     1.186049E+01
 y     1.211177E+01     1.275801E+01
 y     1.149273E+01     1.186117E+01
 y     1.188450E+01     1.185953E+01
 y     1.246072E+01     1.248768E+01
 y     1.203173E+01     1.184498E+01
 y     1.239322E+01     1.234811E+01
 y     9.741027E+00     1.070307E+01
 y     1.201371E+01     1.146341E+01
 y     1.176602E+01     1.156803E+01
 y     1.156173E+01     1.213718E+01
 y     1.311232E+01     1.283441E+01
 y     1.231269E+01     1.209322E+01
 y     1.298310E+01     1.296906E+01
 y     1.087807E+01     1.073096E+01
 y     1.161278E+01     1.119503E+01
 y     1.194406E+01     1.184871E+01
 y     1.297154E+01     1.279537E+01
 y     1.169526E+01     1.179967E+01
 y     1.270685E+01     1.247879E+01
 y     1.314217E+01     1.280080E+01
 y     1.324458E+01     1.258742E+01
 y     1.180486E+01     1.187840E+01
 y     1.183429E+01     1.163510E+01
 y     1.291164E+01     1.294634E+01
 y     1.232386E+01     1.160114E+01
 y     1.371015E+01     1.356737E+01
 y     1.323569E+01     1.304112E+01
 y     1.261154E+01     1.208148E+01
 y     1.393773E+01     1.377557E+01
 y     1.175979E+01     1.237444E+01
 y     1.273670E+01     1.257069E+01
 y     1.249126E+01     1.247634E+01
 y     1.204356E+01     1.125549E+01
 y     1.086859E+01     1.078073E+01
 y     1.230139E+01     1.221590E+01
 y     1.208954E+01     1.244323E+01
 y     1.220608E+01     1.250653E+01
 y     1.176758E+01     1.185655E+01
 y     1.188450E+01     1.192423E+01
 y     1.376422E+01     1.366250E+01
 y     1.337701E+01     1.305887E+01
 y     1.286100E+01     1.252834E+01
 y     1.391082E+01     1.360086E+01
 y     1.306685E+01     1.300707E+01
 y     1.198294E+01     1.193106E+01
 y     1.223564E+01     1.205218E+01
 y     1.137941E+01     1.178783E+01
 y     1.216526E+01     1.222405E+01
 y     1.071444E+01     1.080185E+01
 y     1.268696E+01     1.237171E+01
 y     1.146164E+01     1.168061E+01
 y     1.248749E+01     1.253660E+01
 y     1.230139E+01     1.226279E+01
 y     1.151294E+01     1.204730E+01
 y     1.063347E+01     1.080583E+01
 y     1.253358E+01     1.252852E+01
 y     1.200151E+01     1.200492E+01
 y     1.059666E+01     1.126995E+01
 y     1.176369E+01     1.148326E+01
 y     1.173615E+01     1.193751E+01
 y     1.146164E+01     1.126368E+01
 y     1.264433E+01     1.176537E+01
 y     1.172804E+01     1.146265E+01
 y     9.305741E+00     1.043073E+01
 y     1.177530E+01     1.221409E+01
 y     1.147731E+01     1.156725E+01
 y     1.280560E+01     1.259683E+01
 y     1.064306E+01     1.084169E+01
 y     1.258451E+01     1.264244E+01
 y     1.163957E+01     1.148676E+01
 y     1.220608E+01     1.149712E+01
 y     1.179435E+01     1.149501E+01
 y     1.175901E+01     1.176269E+01
 y     1.242922E+01     1.214084E+01
 y     1.249501E+01     1.238997E+01
 y     1.074882E+01     1.130797E+01
 y     1.156173E+01     1.147439E+01
 y     1.195119E+01     1.145264E+01
 y     1.100212E+01     1.122749E+01
 y     1.192173E+01     1.195044E+01
 y     1.341130E+01     1.336528E+01
 y     1.151294E+01     1.216733E+01
 y     1.167845E+01     1.106403E+01
 y     1.246844E+01     1.250344E+01
 y     1.330469E+01     1.243412E+01
 y     1.191840E+01     1.148155E+01
 y     1.280766E+01     1.231964E+01
 y     1.030899E+01     1.087832E+01
 y     1.204942E+01     1.167018E+01
 y     1.248749E+01     1.279971E+01
 y     1.279386E+01     1.262615E+01
 y     1.188794E+01     1.154391E+01
 y     1.128979E+01     1.136410E+01
 y     1.185652E+01     1.187860E+01
 y     1.059666E+01     1.111813E+01
 y     1.131449E+01     1.127534E+01
 y     1.115626E+01     1.155024E+01
 y     1.280631E+01     1.338977E+01
 y     1.160824E+01     1.157193E+01
 y     1.413397E+01     1.416861E+01
 y     1.201975E+01     1.196949E+01
 y     1.276569E+01     1.281900E+01
 y     1.108216E+01     1.126860E+01
 y     1.248937E+01     1.244352E+01
 y     1.184940E+01     1.205975E+01
 y     1.310216E+01     1.307292E+01
 y     1.145077E+01     1.218761E+01
 y     1.173608E+01     1.160870E+01
 y     1.177530E+01     1.201428E+01
 y     1.203173E+01     1.193609E+01
 y     1.216786E+01     1.193642E+01
 y     1.236735E+01     1.251511E+01
 y     1.299680E+01     1.300474E+01
 y     1.244902E+01     1.237624E+01
 y     1.188450E+01     1.195866E+01
 y     1.205526E+01     1.184869E+01
 y     1.276426E+01     1.284689E+01
 y     1.211363E+01     1.162083E+01
 y     1.148927E+01     1.164126E+01
 y     1.079960E+01     1.088079E+01
 y     1.326213E+01     1.312568E+01
 y     1.219096E+01     1.179459E+01
 y     1.093312E+01     1.160296E+01
 y     1.046313E+01     1.106808E+01
 y     1.231941E+01     1.236909E+01
 y     1.046313E+01     1.087614E+01
 y     1.004329E+01     1.127331E+01
