 train         node      observed        predicted
     y          245    0.112645E+002    0.110757E+002
     y          303    0.124090E+002    0.123692E+002
     y          511    0.128413E+002    0.124215E+002
     y          303    0.127455E+002    0.122307E+002
     y          511    0.117280E+002    0.114345E+002
     y          299    0.113504E+002    0.114325E+002
     y          302    0.120509E+002    0.122820E+002
     y           29    0.106690E+002    0.108336E+002
     y          298    0.122549E+002    0.120650E+002
     y          303    0.119954E+002    0.121657E+002
     y          303    0.135798E+002    0.128478E+002
     y          299    0.112451E+002    0.118347E+002
     y          303    0.140387E+002    0.130617E+002
     y          245    0.112253E+002    0.115111E+002
     y          299    0.109682E+002    0.113413E+002
     y          303    0.120377E+002    0.114286E+002
     y          297    0.110349E+002    0.120736E+002
     y          247    0.122011E+002    0.121894E+002
     y          511    0.129945E+002    0.126153E+002
     y          252    0.119861E+002    0.120191E+002
     y          302    0.115239E+002    0.126860E+002
     y           28    0.962912E+001    0.108803E+002
     y          299    0.125245E+002    0.120083E+002
     y          299    0.124681E+002    0.127632E+002
     y          511    0.119640E+002    0.115039E+002
     y          302    0.117199E+002    0.113148E+002
     y          299    0.126603E+002    0.123084E+002
     y          510    0.118204E+002    0.118914E+002
     y          303    0.128158E+002    0.128083E+002
     y          298    0.131123E+002    0.128570E+002
     y          303    0.122061E+002    0.126770E+002
     y          303    0.126223E+002    0.126770E+002
     y          150    0.110822E+002    0.111208E+002
     y          511    0.116082E+002    0.120075E+002
     y          297    0.129480E+002    0.125377E+002
     y          511    0.115229E+002    0.119464E+002
     y          247    0.119184E+002    0.120328E+002
     y          245    0.120436E+002    0.115841E+002
     y          302    0.121935E+002    0.122582E+002
     y          245    0.110822E+002    0.109820E+002
     y          511    0.120951E+002    0.121608E+002
     y          296    0.115570E+002    0.121080E+002
     y          297    0.127796E+002    0.124831E+002
     y          299    0.123673E+002    0.125753E+002
     y          298    0.128739E+002    0.126566E+002
     y          297    0.124288E+002    0.127482E+002
     y           60    0.116527E+002    0.108451E+002
     y           60    0.106596E+002    0.108451E+002
     y          303    0.128383E+002    0.130924E+002
     y          297    0.119184E+002    0.120858E+002
     y          299    0.118494E+002    0.117588E+002
     y          302    0.125947E+002    0.123902E+002
     y          303    0.119184E+002    0.119762E+002
     y          303    0.117078E+002    0.124284E+002
     y          303    0.123014E+002    0.121199E+002
     y          299    0.102400E+002    0.111929E+002
     y          299    0.133614E+002    0.124174E+002
     y          303    0.127657E+002    0.118028E+002
     y          303    0.123458E+002    0.118028E+002
     y          299    0.133598E+002    0.125968E+002
     y          302    0.103735E+002    0.116953E+002
     y          302    0.121281E+002    0.116953E+002
     y          299    0.124684E+002    0.124577E+002
     y          299    0.122308E+002    0.122884E+002
     y          150    0.110021E+002    0.116502E+002
     y          298    0.124684E+002    0.123418E+002
     y           72    0.129923E+002    0.130827E+002
     y          298    0.126603E+002    0.124618E+002
     y          303    0.129831E+002    0.117101E+002
     y          299    0.116699E+002    0.113947E+002
     y          150    0.116343E+002    0.110666E+002
     y          252    0.122643E+002    0.121726E+002
     y          298    0.111419E+002    0.125706E+002
     y          298    0.121007E+002    0.125706E+002
     y          303    0.124490E+002    0.123189E+002
     y          303    0.125354E+002    0.121249E+002
     y          303    0.110021E+002    0.121249E+002
     y          150    0.109298E+002    0.106355E+002
     y          297    0.103498E+002    0.123627E+002
     y          302    0.116944E+002    0.114957E+002
     y          511    0.123014E+002    0.123363E+002
     y          511    0.121705E+002    0.125979E+002
     y          303    0.119954E+002    0.119834E+002
     y          299    0.128610E+002    0.128188E+002
     y          299    0.128675E+002    0.124749E+002
     y          298    0.123104E+002    0.130394E+002
     y          299    0.119829E+002    0.118600E+002
     y          299    0.107893E+002    0.115443E+002
     y          298    0.125441E+002    0.124028E+002
     y          303    0.111982E+002    0.118855E+002
     y          303    0.117361E+002    0.111889E+002
     y          299    0.123014E+002    0.120366E+002
     y          299    0.125602E+002    0.125277E+002
     y          303    0.124372E+002    0.126643E+002
     y          302    0.131519E+002    0.129185E+002
     y          299    0.124090E+002    0.116010E+002
     y          299    0.117332E+002    0.120501E+002
     y          303    0.128427E+002    0.118478E+002
     y          302    0.123800E+002    0.121456E+002
     y          303    0.133047E+002    0.124136E+002
     y          303    0.120725E+002    0.117551E+002
     y          303    0.125776E+002    0.124813E+002
     y          302    0.106690E+002    0.116129E+002
     y          303    0.112898E+002    0.118662E+002
     y          297    0.124463E+002    0.122785E+002
     y          299    0.114825E+002    0.118790E+002
     y           47    0.141252E+002    0.135966E+002
     y          297    0.124665E+002    0.124301E+002
     y          297    0.132621E+002    0.121479E+002
     y          303    0.123673E+002    0.137367E+002
     y          150    0.121383E+002    0.115448E+002
     y          511    0.125025E+002    0.124940E+002
     y          298    0.127855E+002    0.128407E+002
     y          302    0.126165E+002    0.122333E+002
     y          247    0.130281E+002    0.121229E+002
     y          303    0.118285E+002    0.124647E+002
     y          302    0.132428E+002    0.133528E+002
     y          303    0.128675E+002    0.124460E+002
     y          299    0.123283E+002    0.116775E+002
     y          299    0.103418E+002    0.114904E+002
     y          302    0.124392E+002    0.123654E+002
     y          299    0.121808E+002    0.123100E+002
     y          511    0.133130E+002    0.129160E+002
     y          511    0.129974E+002    0.127608E+002
     y          303    0.119184E+002    0.118171E+002
     y          297    0.137429E+002    0.136965E+002
     y          297    0.131062E+002    0.128409E+002
     y          299    0.106140E+002    0.120430E+002
     y          511    0.116527E+002    0.118416E+002
     y          302    0.116263E+002    0.116766E+002
     y          303    0.127657E+002    0.123920E+002
     y          303    0.123458E+002    0.121234E+002
     y          146    0.135861E+002    0.132760E+002
     y          297    0.132621E+002    0.134746E+002
     y          299    0.130170E+002    0.129116E+002
     y          302    0.121808E+002    0.121548E+002
     y          296    0.104631E+002    0.116878E+002
     y          303    0.121281E+002    0.119513E+002
     y          146    0.137642E+002    0.139013E+002
     y          303    0.127869E+002    0.131378E+002
     y          146    0.139465E+002    0.136611E+002
     y          146    0.140620E+002    0.142762E+002
     y          298    0.122784E+002    0.125010E+002
     y          298    0.121543E+002    0.123170E+002
     y          303    0.125776E+002    0.115101E+002
     y          298    0.124603E+002    0.123653E+002
     y          252    0.126761E+002    0.122425E+002
     y          511    0.119117E+002    0.124723E+002
     y          303    0.124212E+002    0.127636E+002
     y          302    0.130170E+002    0.129791E+002
     y          297    0.125602E+002    0.128387E+002
     y          299    0.124090E+002    0.124666E+002
     y           28    0.113022E+002    0.116925E+002
     y          302    0.985487E+001    0.109659E+002
     y          302    0.121007E+002    0.124100E+002
     y          303    0.126761E+002    0.129897E+002
     y          302    0.109151E+002    0.113974E+002
     y          302    0.117753E+002    0.113974E+002
     y          303    0.110021E+002    0.116458E+002
     y          302    0.123463E+002    0.122549E+002
     y          302    0.113218E+002    0.120647E+002
     y          303    0.118056E+002    0.117661E+002
     y          506    0.104043E+002    0.113532E+002
     y          302    0.120867E+002    0.115733E+002
     y          511    0.122784E+002    0.124610E+002
     y          302    0.118130E+002    0.119084E+002
     y          303    0.119184E+002    0.125834E+002
     y          303    0.121756E+002    0.121719E+002
     y          302    0.128992E+002    0.127821E+002
     y          511    0.134869E+002    0.130157E+002
     y          511    0.124987E+002    0.124680E+002
     y          297    0.130214E+002    0.125666E+002
     y          303    0.131519E+002    0.127614E+002
     y          302    0.101065E+002    0.121535E+002
     y          297    0.129831E+002    0.126025E+002
     y          302    0.110038E+002    0.118353E+002
     y          302    0.112016E+002    0.118353E+002
     y          146    0.144574E+002    0.144457E+002
     y          302    0.107996E+002    0.113567E+002
     y          303    0.122784E+002    0.127437E+002
     y          303    0.133535E+002    0.122352E+002
     y          302    0.122277E+002    0.120529E+002
     y          303    0.125425E+002    0.126372E+002
     y          303    0.140931E+002    0.129504E+002
     y          303    0.102036E+002    0.111292E+002
     y           24    0.126556E+002    0.125603E+002
     y          299    0.119947E+002    0.110033E+002
     y          150    0.124684E+002    0.122590E+002
     y          302    0.121007E+002    0.123235E+002
     y          303    0.103090E+002    0.106343E+002
     y          297    0.125742E+002    0.124658E+002
     y          303    0.123014E+002    0.124024E+002
     y          303    0.140225E+002    0.132591E+002
     y          299    0.123284E+002    0.126838E+002
     y          299    0.127869E+002    0.126838E+002
     y          298    0.121495E+002    0.119802E+002
     y           72    0.131123E+002    0.128877E+002
     y          511    0.126635E+002    0.123637E+002
     y          252    0.119512E+002    0.118219E+002
     y          297    0.122549E+002    0.128595E+002
     y          299    0.125947E+002    0.123415E+002
     y          247    0.121172E+002    0.120497E+002
     y          302    0.118277E+002    0.119767E+002
     y          303    0.116159E+002    0.116101E+002
     y          298    0.119184E+002    0.122970E+002
     y          302    0.122496E+002    0.121089E+002
     y          299    0.116082E+002    0.115721E+002
     y          298    0.123884E+002    0.124386E+002
     y          303    0.122923E+002    0.119443E+002
     y          147    0.140387E+002    0.136160E+002
     y          150    0.115327E+002    0.106068E+002
     y           60    0.961587E+001    0.110934E+002
     y          298    0.125425E+002    0.125487E+002
     y           22    0.134849E+002    0.135889E+002
     y           28    0.995233E+001    0.113172E+002
     y           28    0.103735E+002    0.113172E+002
     y          302    0.123327E+002    0.119444E+002
     y           46    0.130846E+002    0.129223E+002
     y          303    0.126603E+002    0.126786E+002
     y          303    0.121910E+002    0.117239E+002
     y           28    0.118845E+002    0.118233E+002
     y          247    0.118204E+002    0.118565E+002
     y          146    0.133250E+002    0.138220E+002
     y          247    0.120839E+002    0.119493E+002
     y          150    0.110822E+002    0.110250E+002
     y          511    0.127939E+002    0.127292E+002
     y          303    0.124332E+002    0.123846E+002
     y          299    0.104631E+002    0.115967E+002
     y          511    0.122061E+002    0.122595E+002
     y          244    0.102036E+002    0.110066E+002
     y           46    0.131032E+002    0.129223E+002
     y          298    0.122784E+002    0.123779E+002
     y          298    0.123371E+002    0.123296E+002
     y          511    0.127685E+002    0.123395E+002
     y          511    0.123716E+002    0.125667E+002
     y          511    0.123884E+002    0.124701E+002
     y          303    0.103090E+002    0.116032E+002
     y          303    0.121281E+002    0.119425E+002
     y          511    0.129831E+002    0.128897E+002
     y          511    0.123443E+002    0.124226E+002
     y          303    0.122830E+002    0.117299E+002
     y          511    0.118314E+002    0.122014E+002
     y          303    0.119640E+002    0.118061E+002
     y          303    0.107364E+002    0.118061E+002
     y          303    0.113504E+002    0.117628E+002
     y          299    0.114076E+002    0.122032E+002
     y          299    0.122061E+002    0.122032E+002
     y          303    0.125062E+002    0.121417E+002
     y          511    0.120436E+002    0.117549E+002
     y          147    0.127189E+002    0.128069E+002
     y          299    0.117421E+002    0.115586E+002
     y          150    0.101267E+002    0.108889E+002
     y          511    0.134800E+002    0.129820E+002
     y          511    0.130303E+002    0.127706E+002
     y          299    0.101267E+002    0.119062E+002
     y          299    0.122779E+002    0.123727E+002
     y          150    0.116263E+002    0.108324E+002
     y          511    0.130711E+002    0.128580E+002
     y          511    0.133375E+002    0.130552E+002
     y           24    0.125427E+002    0.125035E+002
     y          511    0.133229E+002    0.127538E+002
     y          511    0.129456E+002    0.126603E+002
     y          511    0.127799E+002    0.122852E+002
     y          303    0.123239E+002    0.124567E+002
     y           60    0.109295E+002    0.113331E+002
     y          297    0.106214E+002    0.118944E+002
     y          511    0.124252E+002    0.122770E+002
     y          511    0.136762E+002    0.128849E+002
     y          296    0.119829E+002    0.115675E+002
     y          511    0.136589E+002    0.129209E+002
     y          296    0.120137E+002    0.115194E+002
     y          150    0.121653E+002    0.117516E+002
     y          511    0.133677E+002    0.127420E+002
     y          247    0.118494E+002    0.117064E+002
     y          299    0.112645E+002    0.121198E+002
     y          245    0.120494E+002    0.116932E+002
     y          303    0.121007E+002    0.115337E+002
     y          303    0.116082E+002    0.122295E+002
     y          511    0.118845E+002    0.125392E+002
     y          303    0.127911E+002    0.125576E+002
     y          150    0.953250E+001    0.103528E+002
     y          247    0.113504E+002    0.119236E+002
     y          297    0.135986E+002    0.130338E+002
     y          150    0.110349E+002    0.107597E+002
     y          303    0.127742E+002    0.120020E+002
     y          511    0.120725E+002    0.124543E+002
     y          150    0.943356E+001    0.109903E+002
     y          298    0.129360E+002    0.127243E+002
     y          245    0.118636E+002    0.121170E+002
     y          303    0.132177E+002    0.121485E+002
     y           22    0.123948E+002    0.123863E+002
     y          303    0.132879E+002    0.130134E+002
     y          247    0.111273E+002    0.118804E+002
     y          247    0.107696E+002    0.116199E+002
     y          150    0.107144E+002    0.108321E+002
     y           72    0.123673E+002    0.127338E+002
     y          510    0.111563E+002    0.123157E+002
     y          302    0.115129E+002    0.119044E+002
     y          506    0.114076E+002    0.114229E+002
     y          511    0.120228E+002    0.116448E+002
     y          303    0.109596E+002    0.117621E+002
     y          252    0.119823E+002    0.120682E+002
     y          511    0.117753E+002    0.118681E+002
     y          244    0.122501E+002    0.124750E+002
     y          298    0.130711E+002    0.127886E+002
     y          303    0.134870E+002    0.128655E+002
     y          247    0.104043E+002    0.114027E+002
     y          146    0.135811E+002    0.135194E+002
     y          302    0.129715E+002    0.121594E+002
     y          302    0.120377E+002    0.121868E+002
     y          303    0.121495E+002    0.116476E+002
     y          511    0.122061E+002    0.119744E+002
     y          511    0.137348E+002    0.131772E+002
     y          511    0.122061E+002    0.114957E+002
     y          247    0.115759E+002    0.115132E+002
     y          247    0.102346E+002    0.119236E+002
     y          303    0.122549E+002    0.119505E+002
     y          510    0.135606E+002    0.127247E+002
     y          298    0.128739E+002    0.129843E+002
     y          302    0.121679E+002    0.118955E+002
     y          146    0.133847E+002    0.134337E+002
     y          511    0.127367E+002    0.123403E+002
     y          511    0.119984E+002    0.122524E+002
     y          511    0.116953E+002    0.117663E+002
     y          150    0.111577E+002    0.108348E+002
     y           27    0.123363E+002    0.121199E+002
     y          303    0.122308E+002    0.117044E+002
     y          302    0.120731E+002    0.124394E+002
     y          511    0.134800E+002    0.136968E+002
     y          302    0.109331E+002    0.114763E+002
     y          303    0.120436E+002    0.124121E+002
     y          302    0.118859E+002    0.119619E+002
     y          298    0.127799E+002    0.125825E+002
     y          302    0.123988E+002    0.120618E+002
     y          303    0.122061E+002    0.117940E+002
     y          511    0.110509E+002    0.117830E+002
     y          511    0.129092E+002    0.127669E+002
     y          297    0.122061E+002    0.124361E+002
     y          299    0.120197E+002    0.112139E+002
     y          299    0.113206E+002    0.112139E+002
     y          247    0.111563E+002    0.114372E+002
     y          150    0.120943E+002    0.121970E+002
     y          297    0.117753E+002    0.121422E+002
     y          303    0.126322E+002    0.124861E+002
     y          302    0.134730E+002    0.130281E+002
     y          303    0.117830E+002    0.122385E+002
     y          246    0.126916E+002    0.124519E+002
     y          302    0.121281E+002    0.118685E+002
     y          303    0.125514E+002    0.120018E+002
     y          302    0.118776E+002    0.122546E+002
     y          511    0.119892E+002    0.120106E+002
     y          299    0.126916E+002    0.117222E+002
     y          511    0.126281E+002    0.124003E+002
     y          150    0.104913E+002    0.105715E+002
     y          510    0.127382E+002    0.122145E+002
     y          303    0.123758E+002    0.122902E+002
     y          303    0.130412E+002    0.128545E+002
     y          511    0.128347E+002    0.126953E+002
     y          511    0.124090E+002    0.121149E+002
     y          511    0.126603E+002    0.123437E+002
     y          297    0.118845E+002    0.117575E+002
     y          302    0.122923E+002    0.122336E+002
     y          150    0.115806E+002    0.115259E+002
     y          297    0.119767E+002    0.116316E+002
     y          511    0.128213E+002    0.122852E+002
     y          247    0.110429E+002    0.112511E+002
     y          298    0.119512E+002    0.123657E+002
     y          254    0.124192E+002    0.123680E+002
     y          302    0.118706E+002    0.115385E+002
     y          303    0.118123E+002    0.115476E+002
     y          511    0.124090E+002    0.126090E+002
     y          247    0.115806E+002    0.117636E+002
     y          297    0.133455E+002    0.130731E+002
     y          303    0.123283E+002    0.125663E+002
     y          247    0.120725E+002    0.120326E+002
     y          245    0.115278E+002    0.116887E+002
     y          247    0.121490E+002    0.118883E+002
     y          299    0.126015E+002    0.123807E+002
     y          303    0.116699E+002    0.114086E+002
     y          511    0.128992E+002    0.127780E+002
     y          511    0.120951E+002    0.126457E+002
     y          296    0.112580E+002    0.108415E+002
     y          146    0.132357E+002    0.135262E+002
     y          299    0.115129E+002    0.114158E+002
     y          299    0.116953E+002    0.113925E+002
     y          247    0.114296E+002    0.117636E+002
     y          302    0.115129E+002    0.121838E+002
     y          299    0.121276E+002    0.124287E+002
     y          511    0.130711E+002    0.125174E+002
     y          299    0.114296E+002    0.115767E+002
     y          146    0.132267E+002    0.133907E+002
     y           29    0.114404E+002    0.112823E+002
     y          302    0.116527E+002    0.114705E+002
     y          302    0.120436E+002    0.111853E+002
     y          511    0.126916E+002    0.124767E+002
     y          297    0.126115E+002    0.124582E+002
     y          511    0.947278E+001    0.124259E+002
     y          511    0.118494E+002    0.119771E+002
     y          247    0.125062E+002    0.118245E+002
     y          511    0.126603E+002    0.126812E+002
     y          511    0.131123E+002    0.125277E+002
     y          302    0.113374E+002    0.114945E+002
     y          296    0.995233E+001    0.104426E+002
     y          511    0.125776E+002    0.119419E+002
     y          511    0.134800E+002    0.120646E+002
     y          511    0.105967E+002    0.120646E+002
     y          303    0.116073E+002    0.118212E+002
     y          511    0.111982E+002    0.114343E+002
     y          246    0.118845E+002    0.122018E+002
     y          511    0.124090E+002    0.125184E+002
     y          303    0.120582E+002    0.120136E+002
     y          511    0.136352E+002    0.128490E+002
     y          511    0.133878E+002    0.126203E+002
     y          246    0.119316E+002    0.121851E+002
     y          247    0.104193E+002    0.114951E+002
     y          511    0.134974E+002    0.122242E+002
     y          511    0.129239E+002    0.127570E+002
     y          302    0.119576E+002    0.114522E+002
     y          511    0.122544E+002    0.123009E+002
     y          511    0.118093E+002    0.123275E+002
     y          245    0.122643E+002    0.115824E+002
     y          245    0.112898E+002    0.112581E+002
     y          303    0.112772E+002    0.112452E+002
     y          302    0.123327E+002    0.120649E+002
     y          247    0.119954E+002    0.117454E+002
     y          511    0.124684E+002    0.124331E+002
     y          303    0.127855E+002    0.128235E+002
     y          299    0.123283E+002    0.122308E+002
     y          302    0.123009E+002    0.116834E+002
     y          511    0.133924E+002    0.128249E+002
     y          303    0.947278E+001    0.118702E+002
     y           72    0.129762E+002    0.132402E+002
     y          303    0.126916E+002    0.123608E+002
     y          511    0.128768E+002    0.127153E+002
     y          511    0.131577E+002    0.127153E+002
     y          511    0.128213E+002    0.125796E+002
     y          297    0.117361E+002    0.127713E+002
     y           72    0.132621E+002    0.136804E+002
     y          146    0.137912E+002    0.140132E+002
     y          146    0.138785E+002    0.136338E+002
     y          511    0.985225E+001    0.127163E+002
     y          302    0.117440E+002    0.112065E+002
     y          511    0.124875E+002    0.123998E+002
     y          299    0.121335E+002    0.120726E+002
     y          245    0.119016E+002    0.111744E+002
     y          303    0.117480E+002    0.114373E+002
     y          303    0.114616E+002    0.115392E+002
     y          297    0.126281E+002    0.125037E+002
     y          511    0.122308E+002    0.124160E+002
     y          511    0.125425E+002    0.124675E+002
     y          302    0.123545E+002    0.114943E+002
     y          299    0.125390E+002    0.118615E+002
     y          303    0.127367E+002    0.132940E+002
     y          146    0.141662E+002    0.131273E+002
     y          303    0.101267E+002    0.118179E+002
     y           28    0.992823E+001    0.107113E+002
     y          303    0.123523E+002    0.124660E+002
     y          511    0.133294E+002    0.128973E+002
     y          247    0.110822E+002    0.113252E+002
     y          511    0.110186E+002    0.128857E+002
     y          245    0.123458E+002    0.117197E+002
     y          507    0.111563E+002    0.110941E+002
     y          511    0.131441E+002    0.127245E+002
     y          511    0.123415E+002    0.123795E+002
     y          511    0.126854E+002    0.123744E+002
     y          297    0.125707E+002    0.123351E+002
     y          506    0.121808E+002    0.121021E+002
     y          246    0.116263E+002    0.117951E+002
     y          245    0.112083E+002    0.112246E+002
     y          303    0.119512E+002    0.116616E+002
     y          511    0.113621E+002    0.123080E+002
     y          299    0.120725E+002    0.116544E+002
     y          299    0.109331E+002    0.116544E+002
     y          150    0.116527E+002    0.106709E+002
     y          299    0.115104E+002    0.115262E+002
     y          299    0.121859E+002    0.115262E+002
     y          303    0.115991E+002    0.114192E+002
     y          299    0.123458E+002    0.119633E+002
     y          299    0.119184E+002    0.113274E+002
     y          298    0.124950E+002    0.124122E+002
     y           29    0.109508E+002    0.109784E+002
     y          147    0.130170E+002    0.132066E+002
     y          147    0.128479E+002    0.132066E+002
     y           10    0.106344E+002    0.108299E+002
     y           10    0.106880E+002    0.108299E+002
     y           10    0.107269E+002    0.108932E+002
     y           10    0.107805E+002    0.108932E+002
     y           10    0.107269E+002    0.108932E+002
     y           10    0.107805E+002    0.108932E+002
     y          298    0.130390E+002    0.127883E+002
     y          303    0.110038E+002    0.116079E+002
     y          252    0.124969E+002    0.122360E+002
     y          299    0.107364E+002    0.117229E+002
     y          299    0.115991E+002    0.116391E+002
     y          511    0.124090E+002    0.124826E+002
     y          511    0.124646E+002    0.123318E+002
     y           19    0.113621E+002    0.121832E+002
     y          303    0.125397E+002    0.128449E+002
     y          147    0.135345E+002    0.138823E+002
     y          511    0.126854E+002    0.124664E+002
     y          303    0.128713E+002    0.116454E+002
     y          303    0.129900E+002    0.129838E+002
     y          303    0.124131E+002    0.119560E+002
     y          302    0.131022E+002    0.126503E+002
     y          511    0.115229E+002    0.121959E+002
     y          302    0.118845E+002    0.115729E+002
     y          299    0.110822E+002    0.118971E+002
     y          302    0.125879E+002    0.116650E+002
     y          511    0.129715E+002    0.126207E+002
     y          511    0.128675E+002    0.127742E+002
     y          302    0.116164E+002    0.113821E+002
     y          302    0.121335E+002    0.123361E+002
     y          299    0.124490E+002    0.121556E+002
     y          303    0.124090E+002    0.127284E+002
     y          506    0.113266E+002    0.114229E+002
     y          303    0.124332E+002    0.121328E+002
     y          303    0.124332E+002    0.121328E+002
     y          247    0.102626E+002    0.114649E+002
     y          302    0.131947E+002    0.128073E+002
     y          302    0.135476E+002    0.135525E+002
     y           72    0.132085E+002    0.130944E+002
     y          302    0.121389E+002    0.121277E+002
     y          298    0.123059E+002    0.123099E+002
     y          299    0.121802E+002    0.120691E+002
     y          298    0.129715E+002    0.131213E+002
     y           28    0.116742E+002    0.115222E+002
     y          511    0.128347E+002    0.123253E+002
     y          303    0.105636E+002    0.116422E+002
     y          303    0.122501E+002    0.116422E+002
     y          299    0.116082E+002    0.119477E+002
     y          302    0.131204E+002    0.132815E+002
     y           10    0.105296E+002    0.107583E+002
     y          302    0.130919E+002    0.132815E+002
     y          150    0.114643E+002    0.116604E+002
     y          299    0.120754E+002    0.121263E+002
     y          303    0.138878E+002    0.131861E+002
     y          303    0.128866E+002    0.132291E+002
     y          511    0.124761E+002    0.122217E+002
     y          511    0.117791E+002    0.124684E+002
     y          303    0.124490E+002    0.127534E+002
     y          150    0.990354E+001    0.105715E+002
     y          303    0.129785E+002    0.129578E+002
     y          299    0.117036E+002    0.118184E+002
     y          302    0.117753E+002    0.117918E+002
     y          303    0.128610E+002    0.124146E+002
     y           72    0.130970E+002    0.130865E+002
     y          299    0.117559E+002    0.114340E+002
     y          303    0.923513E+001    0.115488E+002
     y          299    0.114616E+002    0.114845E+002
     y          302    0.122036E+002    0.119510E+002
     y          246    0.119829E+002    0.122473E+002
     y          299    0.113504E+002    0.115044E+002
     y          302    0.116953E+002    0.114362E+002
     y          150    0.116307E+002    0.110826E+002
     y          511    0.120137E+002    0.121139E+002
     y          303    0.126032E+002    0.127356E+002
     y          150    0.121007E+002    0.114418E+002
     y          150    0.112898E+002    0.114418E+002
     y          303    0.130824E+002    0.126425E+002
     y          303    0.141430E+002    0.130357E+002
     y          299    0.122061E+002    0.119660E+002
     y          302    0.120430E+002    0.120209E+002
     y            8    0.142538E+002    0.128271E+002
     y          297    0.127308E+002    0.125160E+002
     y          302    0.118204E+002    0.115914E+002
     y          297    0.124875E+002    0.121882E+002
     y          303    0.128479E+002    0.124436E+002
     y          511    0.123779E+002    0.119753E+002
     y           72    0.126603E+002    0.133657E+002
     y           10    0.105832E+002    0.107583E+002
     y          299    0.124684E+002    0.115551E+002
     y          298    0.126667E+002    0.124718E+002
     y          299    0.126443E+002    0.126035E+002
     y          303    0.134401E+002    0.129425E+002
     y           10    0.106344E+002    0.108299E+002
     y           10    0.106880E+002    0.108299E+002
     y          303    0.128145E+002    0.134220E+002
     y          303    0.127219E+002    0.122535E+002
     y          511    0.116784E+002    0.122442E+002
     y          511    0.124950E+002    0.124101E+002
     y          302    0.119823E+002    0.116449E+002
     y           10    0.105296E+002    0.107583E+002
     y           10    0.105832E+002    0.107583E+002
     y          302    0.141871E+002    0.137421E+002
     y          299    0.118982E+002    0.113419E+002
     y          297    0.116953E+002    0.118100E+002
     y           72    0.139553E+002    0.138207E+002
     y          299    0.115119E+002    0.110501E+002
     y          297    0.129598E+002    0.129467E+002
     y          298    0.127513E+002    0.128520E+002
     y          303    0.117036E+002    0.121170E+002
     y          298    0.125172E+002    0.123526E+002
     y          302    0.123967E+002    0.117611E+002
     y          303    0.113504E+002    0.116451E+002
     y          299    0.125634E+002    0.126531E+002
     y          303    0.125425E+002    0.123565E+002
     y          245    0.111704E+002    0.112819E+002
     y          247    0.114076E+002    0.115741E+002
     y          150    0.992823E+001    0.111905E+002
     y          298    0.125742E+002    0.126984E+002
     y          303    0.121548E+002    0.121901E+002
     y          299    0.102751E+002    0.120941E+002
     y          298    0.121705E+002    0.124630E+002
     y          303    0.125354E+002    0.122152E+002
     y          303    0.120317E+002    0.125942E+002
     y          150    0.124292E+002    0.122852E+002
     y          150    0.116869E+002    0.122852E+002
     y          302    0.113986E+002    0.119602E+002
     y          302    0.122061E+002    0.119602E+002
     y          302    0.111563E+002    0.122280E+002
     y          303    0.125408E+002    0.127325E+002
     y          297    0.128213E+002    0.120216E+002
     y          296    0.118130E+002    0.119245E+002
     y          299    0.126761E+002    0.119690E+002
     y           72    0.139804E+002    0.138058E+002
     y          298    0.121007E+002    0.128759E+002
     y          303    0.990354E+001    0.108522E+002
     y          303    0.104631E+002    0.108522E+002
     y          303    0.123239E+002    0.119801E+002
     y          303    0.128347E+002    0.119801E+002
     y          511    0.123458E+002    0.125734E+002
     y          150    0.110021E+002    0.112704E+002
     y          302    0.128992E+002    0.133343E+002
     y          299    0.112253E+002    0.118077E+002
     y          150    0.114721E+002    0.117861E+002
     y          303    0.126916E+002    0.126832E+002
     y          303    0.121295E+002    0.126832E+002
     y          299    0.130281E+002    0.121128E+002
     y          296    0.110021E+002    0.113901E+002
     y          302    0.122900E+002    0.120350E+002
     y          247    0.119654E+002    0.119475E+002
     y          303    0.990354E+001    0.120288E+002
     y          146    0.145574E+002    0.138123E+002
     y          298    0.128131E+002    0.130673E+002
     y          302    0.124684E+002    0.116343E+002
     y          297    0.123967E+002    0.120012E+002
     y          511    0.131224E+002    0.124180E+002
     y          303    0.118636E+002    0.113241E+002
     y          252    0.117199E+002    0.119137E+002
     y          297    0.111273E+002    0.116310E+002
     y            8    0.127159E+002    0.129638E+002
     y            8    0.142374E+002    0.132372E+002
     y            8    0.142375E+002    0.132372E+002
     y          296    0.997585E+001    0.109439E+002
     y          303    0.123673E+002    0.118130E+002
     y          303    0.122308E+002    0.118795E+002
     y          247    0.122135E+002    0.120554E+002
     y          299    0.123239E+002    0.121704E+002
     y          150    0.117598E+002    0.108603E+002
     y          299    0.104631E+002    0.114731E+002
     y          303    0.115617E+002    0.114726E+002
     y          302    0.123239E+002    0.121285E+002
     y          511    0.117280E+002    0.116092E+002
     y          299    0.121335E+002    0.119522E+002
     y          511    0.127742E+002    0.120574E+002
     y          303    0.125372E+002    0.130252E+002
     y          511    0.116527E+002    0.112164E+002
     y           72    0.142408E+002    0.138514E+002
     y          297    0.125062E+002    0.126743E+002
     y           72    0.135278E+002    0.140524E+002
     y          302    0.112516E+002    0.115991E+002
     y          298    0.130225E+002    0.128631E+002
     y          511    0.112451E+002    0.120131E+002
     y           60    0.100213E+002    0.111659E+002
     y          511    0.124090E+002    0.127305E+002
     y          302    0.127657E+002    0.129239E+002
